,date,text,compound
760,2020-01-06,"First look at Fisker Ocean, the electric SUV taking on Tesla for under $40,000 We finally got a close look at the Fisker Ocean, the electric SUV that could give Tesla some competition. The company let reporters see a prototype Monday at CES in Las Vegas. It features ...",0.0
759,2020-01-06,"Tesla starts work on Model Y program at Shanghai factory U.S. electric vehicle maker Tesla Inc on Tuesday officially started work on a Model Y program at its $2 billion Shanghai factory, in a ceremony attended by its billionaire CEO Elon Musk and senior ...",0.0
758,2020-01-06,"Tesla starts work on Model Y program at Shanghai factory U.S. electric vehicle maker Tesla Inc on Tuesday officially started work on a Model Y program at its $2 billion Shanghai factory, in a ceremony attended by its billionaire CEO Elon Musk and senior ...",0.0
762,2020-01-06,"China could be the 'swing factor' for Tesla's stock as first Model 3 cars roll out to Chinese consumers The U.S. firm could face a number of challenges including a cooling electric vehicle market and rising competition. One analyst said China remains the ""swing factor"" for Tesla's stock which recently ...",0.1531
776,2020-01-13,"How the man who challenged Tesla went bankrupt In 2015, Faraday Future made headlines for poaching talent from top automotive companies. This is how its star CEO, Jia Yueting, went bankrupt.",-0.6124
775,2020-01-13,"Man caught on camera using knife to vandalize Tesla in Conifer CONIFER, Colo. – FOX31 has obtained video that captures the moments a man uses a knife to vandalize a woman’s Tesla in the middle of a grocery store parking lot. The victim said this is not ...",-0.2732
774,2020-01-13,"Is billionaire Elon Musk’s girlfriend, Canadian singer Grimes, pregnant with his sixth child? The Tesla CEO’s on-again, off-again girlfriend, Canadian singer Grimes, posted a nude photo on Instagram hinting that ... A few years later he co-founded electric-car maker, Tesla, and then SolarCity, ...",-0.4588
773,2020-01-13,"'CyberHouse': The post-apocalypse bunker of choice for Tesla fans Inspired by Tesla's divisive Cybertruck, a Russian architecture firm has designed a futuristic nuclear bunker concept ""for those who want to survive a zombie apocalypse."" ...",0.5423
777,2020-01-13,"Tesla rally won't stop at $500, recent stock trading history suggests Tesla shares hit $500 for the first time, and the trading history of Elon Musk's electric vehicle maker over the past five years shows the rally can continue.",0.4745
771,2020-01-13,"Jim Cramer breaks down the rallies behind Tesla, Beyond Meat and Lululemon ""We don't want to be in a situation where stocks keep roaring on the same old, same old information,"" CNBC's Jim Cramer said on ""Mad Money."" ...",-0.5302
770,2020-01-13,"Asia Morning: Markets Keep Buying Everything, Even Tesla No one should be surprised that Tesla rose $500 a share overnight, making it I believe, the worlds 3rd largest auto manufacturer by market capitalisation. Aside from calling the repo men on the fleet ...",0.2263
769,2020-01-13,"There are meaningful reasons why Tesla, Beyond Meat and Lululemon are rallying, Cramer says CNBC's Jim Cramer has been hammering home the difference between meaningless and meaningful gains on the stock market and on Monday laid out a basket of companies that are rising for good reason. They ...",0.7184
768,2020-01-13,"Tesla is an 'existential threat' to automakers, says analyst with $612 price target Tesla has shown it presents a significant risk to legacy automakers as the electric vehicle market grows more crowded, Oppenheimer analyst Colin Rusch told CNBC on Monday.",-0.5719
772,2020-01-13,"'CyberHouse': The post-apocalypse bunker of choice for Tesla fans Inspired by Tesla's divisive Cybertruck, a Russian architecture firm has designed a futuristic nuclear bunker concept ""for those who want to survive a zombie apocalypse."" ...",0.5423
787,2020-01-21,"Tesla’s Post-China Challenge: Bats and Bombs in Germany Electric-car maker Tesla pulled off opening a car factory in China with breakneck speed, sending the company’s shares to record heights. Speed bumps await the planned construction of a plant in ...",0.4404
786,2020-01-21,"Tesla can sell vehicles in Michigan under legal settlement Tesla will be able to sell and service its vehicles in the backyard of Detroit's three automakers under a lawsuit settlement, a person briefed on the matter says. The deal between the state of ...",-0.0772
785,2020-01-21,"Tesla and Michigan to settle in direct-to-consumer sales lawsuit The settlement should see the number of Tesla service centers and galleries skyrocket, but it's still not a perfect situation for customers. If you've ever been to Michigan and seen the sheer number ...",-0.5923
784,2020-01-21,"US Agency Examining Complaints That Tesla Cars Can Suddenly Accelerate On Their Own The U.S. government's auto safety agency is looking into allegations that all three of Tesla's electric vehicle models can suddenly accelerate on their own. Brian Sparks of Berkeley, California, ...",0.0258
783,2020-01-21,History shows Tesla may have a rough go of it from here after stock doubled in 6 months Bernstein doesn't see Tesla shares climbing much more after the firm looked at the historical data of high-flying stocks.,-0.2235
782,2020-01-21,"Tesla Hits $100 Billion Mark Musk Must Sustain for Big Payout Tesla Inc.’s market value briefly crept above $100 billion for the first time, a threshold that will trigger a huge payout for Elon Musk if he can sustain the feat for months. The electric-car maker’s ...",0.5719
780,2020-01-21,"Tesla created demand for electric cars, but only for Teslas Tesla's stock is soaring, and traditional auto manufacturers are staging glitzy presentations of new plug-in models. You'd think the electric-vehicle age was finally dawning. But so far, Tesla is the ...",0.0644
779,2020-01-21,"Tesla crosses $100 billion stock market valuation in extended trading Tesla became the first $100 billion publicly listed U.S. carmaker in extended trading on Tuesday, in a sign of Wall Street's confidence in an all-electric future.",0.5106
778,2020-01-21,"Elon Musk Talks Tesla In China, Explains SpaceX And PayPal Launches In New Podcast Tesla Inc (NASDAQ: TSLA), SpaceX and Boring Company CEO Elon Musk has a lot to talk about. China was a critical market for Tesla to tap into, but there was a lot of uncertainty about tariffs and ...",-0.6597
781,2020-01-21,"Equity: Uber sells its Eats business in India, Qonto raises, and Tesla says no Good morning, friends, and welcome back to TechCrunch’s Equity Monday, a short-form audio hit to kickstart your week. Equity’s regular, long-form shows still land each and every Friday, including this ...",0.7783
794,2020-01-28,"Boeing, McDonald's, Facebook, Microsoft, Tesla earnings: What to know in markets Wednesday Dow components Boeing and McDonald’s will report earnings before the opening bell, and tech behemoths Facebook, Microsoft and Tesla will round things out after the market close.",0.0
796,2020-01-28,"Boeing, McDonald's, Facebook, Microsoft, Tesla earnings: What to know in markets Wednesday and McDonald’s (MCD) will report before the opening bell, and tech behemoths Facebook (FB), Microsoft (MSFT) and Tesla (TSLA) round things out after the market close. Industrial giant Boeing has been ...",0.0
795,2020-01-28,"Cramer: Tesla's stock may sell off hard if it fails to meet earnings expectations High expectations surround Tesla ahead of its quarterly earnings report, and the electric-vehicle maker has to come through, CNBC's Jim Cramer said Tuesday ...",-0.4939
793,2020-01-28,"Alfred P. Sloan Foundation Presents Feature Film Prize to Tesla Sloan Foundation at this year's Sundance Film Festival for Higher. Higher (U.S.A.) / Courtney Smith (Screenwriter) - The Empire State Building, a symbol of American can-do, is a dream that nearly was ...",0.8176
797,2020-01-28,"GM's newest Super Cruise feature almost makes it a true Tesla Autopilot rival General Motors is riding close behind Tesla with its semi-autonomous system. Super Cruise, as GM's driver assistance system is called, lets the car do the driving in certain situations, like riding on ...",0.9317
791,2020-01-28,"If Tesla fails to meet expectations, the stock could sell off hard: Cramer High expectations surround Tesla ahead of its quarterly earnings report, and the electric-vehicle maker has to come through, CNBC's Jim Cramer said Tuesday ...",-0.4939
789,2020-01-28,"Everything Jim Cramer said about the stock market on 'Mad Money,' including Apple's quarter, Tesla's high expectations, Masimo CEO CNBC's Jim Cramer reviews Apple's top- and bottom-line beat in its latest quarterly report, breaks down the high expectations for Tesla's looming quarter and talks with Masimo CEO Joe Kiani about ...",-0.4404
792,2020-01-28,"Millennials' 10 favourite stocks include Apple, Tesla, and Warren Buffett's Berkshire Hathaway The 10 most popular stocks, and what percentage of millennial investors’ holdings they make up ... Alphabet, Google’s parent company, took the 12th and 13th spots with its two classes of ...",0.4754
790,2020-01-28,"Building Integrated Photovoltaics Market Data Current and Future Trends, Industry Size, Share, Revenue, Business Growth Forecast to 2026 Top Players in Building Integrated Photovoltaics Market are Onyx Solar Group LLC, Polysolar Ltd, ViaSolis, Solaria Corporation, Tesla Inc., Topsun Energy Limited, HHV Solar Technologies, United ...",0.8225
788,2020-01-29,"$612? $240? Here’s What Divides Tesla Bulls From Bears Faith in Elon Musk’s company has driven its stock to new heights. But detractors think their skepticism will be vindicated in the end. Tesla’s stock price has soared for months, leaving investors and ...",0.6072
806,2020-02-04,"Tesla climbs 14% in another monster session—here's what Wall Street sees ahead Tesla shares are continuing their tear higher, and Wall Street experts are bulled up on the electric-car maker.",0.296
805,2020-02-04,"China’s Best Stock Is Up Twice as Much as Tesla This Year Tesla Inc.’s super-charged stock surge is being outpaced by one of its Chinese suppliers, which has gained more than twice as much as the U.S. electric vehicle maker. Jiangnan Mould and Plastic ...",0.7783
804,2020-02-04,"Tesla stock is soaring. Madness or visionary investing? DETROIT -- Eight months after it seemed headed for the corporate junkyard, Tesla is now worth more than General Motors, Ford and Fiat Chrysler combined, even though the Big Three together sell more ...",0.34
803,2020-02-04,"Top Stock Reports for Walmart, AT&T & Tesla The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Walmart Inc. (WMT), AT&T Inc. (T) and ...",0.7184
807,2020-02-04,"Dow soars more than 400 points, Tesla surge leads Nasdaq to all-time high Stocks rallied on Tuesday, building on solid gains from the previous session as the market recovers from a steep coronavirus sell-off.",0.4588
801,2020-02-04,"The Zacks Analyst Blog Highlights: Tesla, Gentherm, Gentex and SPX Stocks recently featured in the blog include Tesla, Inc. TSLA, Gentherm Inc. THRM, Gentex Corp. GNTX and SPX Corp. SPXC. Here are highlights from Tuesday’s Analyst Blog: Tesla (TSLA ...",0.0
800,2020-02-04,"China’s Best Stock Is Up Twice as Much as Tesla This Year Tesla Inc.’s super-charged stock surge is being outpaced by one of its Chinese suppliers, which has gained more than twice as much as the U.S. electric vehicle maker. Jiangnan Mould and Plastic ...",0.7783
799,2020-02-04,"'Giga Texas?' Musk asks Twitter users to vote on new gigafactory Elon Musk, the billionaire chief executive officer of Tesla Inc, went on Twitter to ask users if the electric carmaker should build a new gigafactory in Texas. ""Giga Texas?"" Musk tweeted here giving ...",0.4137
798,2020-02-04,"A Hedge Fund With 29% Return Record Is Shorting Tesla Bonds As equity investors who bet against Tesla Inc. lick their wounds, some corners of the debt market are taking a different view. A hedge fund in Denmark that delivered a 29% return last year has stocked ...",-0.3612
802,2020-02-04,"Tesla: Is the car firm really worth $150bn? When Tesla's market value crossed $100bn (£76.7bn) two weeks ago, overtaking Volkswagen, sceptics scoffed. But on Tuesday, it zoomed past $150bn as shares gained more than 13%, rising to more than ...",0.7713
817,2020-02-11,"Driver in fatal Tesla crash had reported problems with Autopilot On prior trips, Walter Huang said the car steered away from the highway. The Apple engineer killed in the fatal Tesla crash in Mountain View, California, in March 2018 had reported problems with the ...",-0.9694
816,2020-02-11,"Here's how much pain the Tesla short sellers are feeling Gregory Zucker, Wall Street Journal, joins 'The Exchange' to discuss Tesla's stock moves and how the Wall Street shorts are faring.",-0.4215
815,2020-02-11,"The Market of Electric Drive Module to grow beyond US$ 10.7 billion by 2025 The key players in the eDM market are Tesla Inc., Nissan Motor Co., Ltd., BorgWarner ... market for eDMs during the forecast period. The USA is likely to remain the growth engine of the region ...",0.3818
814,2020-02-11,"Tesla running on ‘Autopilot’ repeatedly veered toward the spot where Apple engineer later crashed and died, federal investigators say Huang sent a text message describing the car’s “Autopilot” system making a similar error in the same spot, according to documents released Tuesday by federal investigators. Investigators with the ...",-0.743
813,2020-02-11,NTSB releases details in 2 crashes involving Tesla Autopilot An Apple engineer who died when his Tesla Model X slammed into a concrete barrier had previously complained about the SUV malfunctioning on that same stretch of Silicon Valley freeway. His complaints ...,-0.8519
812,2020-02-11,Apple engineer killed in 2018 Tesla crash had complained about Autopilot An Apple engineer who died when his Tesla Model X hit a concrete barrier on a Silicon Valley freeway had complained before his death that the SUV's Autopilot system would malfunction in the area where ...,-0.9657
810,2020-02-11,Man killed in Tesla crash had complained about Autopilot An Apple engineer who died when his Tesla Model X hit a concrete barrier on a Silicon Valley freeway had complained before his death that the SUV's Autopilot system would malfunction in the area where ...,-0.9657
808,2020-02-11,Tesla driver complained about Autopilot before fatal 2018 crash: NTSB report A Mountain View man who died when his Tesla Model X car crashed on Highway 101 almost two years ago had complained on several prior occasions that his vehicle’s navigation system steered his ...,-0.9349
811,2020-02-11,"Tesla running on ‘Autopilot’ repeatedly veered toward the spot where Apple engineer later crashed and died, federal investigators say Four days before Walter Huang’s Tesla veered off U.S. Highway 101 in Northern California and into a concrete barrier, killing the father of two, Huang sent a text message describing the car’s ...",-0.8591
809,2020-02-11,NTSB releases details in 2 crashes involving Tesla Autopilot An Apple engineer who died when his Tesla Model X slammed into a concrete barrier had previously complained about the SUV malfunctioning on that same stretch of Silicon Valley freeway. His complaints ...,-0.8519
827,2020-02-19,"Tesla just got its highest price target on the Street Piper Sandler hikes its Tesla target. With CNBC's Brian Sullivan and the Fast Money traders, Tim Seymour, Karen Finerman, Dan Nathan and Guy Adami.",0.0
823,2020-02-19,"Stocks making the biggest moves midday: Virgin Galactic, Tesla, Groupon, Blue Apron & more Check out the companies making headlines in midday trading. Virgin Galactic — Shares of the space tourism company spiked 23% to a record high as the stock’s speculative rally continued. Virgin ...",0.3818
826,2020-02-19,"Watch hackers manipulate a Tesla on Autopilot into accelerating to 85 MPH A group of researchers from McAfee recently demonstrated how manipulating a speed limit sign can cause a Tesla in Autopilot mode to behave erratically. Specifically, researchers placed a tiny sticker ...",-0.3612
825,2020-02-19,"Sell some Tesla and 'let the rest run,' says Jim Cramer CNBC's Jim Cramer explains why Tesla shareholders must practice discipline and how they can make their profits work for them after making big gains.",0.6486
824,2020-02-19,"Tesla is popping again and has already topped the most bullish analyst 12-month price forecast Shares of Tesla have rallied more than 100% this year alone, leaving investors curious about what is driving the stock to these sky-high levels. Shares of Tesla are jumping yet again, rising 6.9% on ...",0.5719
822,2020-02-19,Cramer Remix: Why it could be time to take profits in Tesla Jim Cramer reveals why he recommends selling some Tesla here. What's behind the latest surge in cryptocurrency? Like us on Facebook to see similar stories Please give an overall site rating: ...,0.8225
820,2020-02-19,Ex-Tesla employees reveal the worst parts of working at the company Nine former Tesla employees who worked at the company from 2008 to 2019 described their least favorite parts of their jobs to Business Insider.,-0.7636
819,2020-02-19,Forget Tesla. Wall Street has found a new favorite speculative stock as Virgin Galactic surges 23% Virgin Galactic’s rally began two months ago but trading in the speculative space company has recently accelerated in a way that tops even the momentum behind Tesla. Shares of Virgin Galactic shot up ...,0.8625
818,2020-02-19,"Everything Jim Cramer said about the stock market on 'Mad Money,' including trimming Tesla, Everbridge CEO CNBC's Jim Cramer advises that investors must stay disciplined with their Tesla holdings. He sits down with Everbridge CEO David Meredith to get insight into the emergency response software company's ...",-0.7003
821,2020-02-19,"Electric Drive Module Market set to reach US$ 10.7 billion by 2025 The key players in the eDM market are Tesla Inc., Nissan Motor Co., Ltd., BorgWarner ... market for eDMs during the forecast period. The USA is likely to remain the growth engine of the region ...",0.4019
837,2020-02-26,"A Bailout Won’t Help China’s Tesla Wannabe, NIO Anjani Trivedi is a Bloomberg Opinion columnist covering industrial companies in Asia. She previously worked for the Wall Street Journal. Cash guzzler. Will a provincial government be able to ...",0.3182
836,2020-02-26,"Wellesley Police log: Tesla driver splits utility pole; scooters after sunset; girl says she was followed; yelling at CVS; painter alleges revenge A very busy Wellesley, Mass., police log for the week of Feb. 17-23. February 19, 2020 at 8:30 a.m. Officer Pino was spoke with a male reporting party who stated that his bank had noticed some ...",-0.1779
835,2020-02-26,"Aftermarket Tesla Model 3 aero 18-inch wheel covers turn to crowdfunding A new Kickstarter project has just been launched to crowdfund a redesigned aero wheel cover for the base 18-inch Tesla Model 3 wheels. The Kickstarter claims improved curb rash resistance, ...",0.2263
834,2020-02-26,Brazilian government wants Tesla factory The Brazilian government is in talks with Tesla around potentially setting up a manufacturing plant in the Latin country. Negotiations with Elon Musk's company and the presentation of a business plan ...,0.0
833,2020-02-26,Panasonic to Exit Solar Production at Tesla's New York Plant as Partnership Frays Panasonic to Exit Solar Production at Tesla's New York Plant as Partnership Frays TOKYO/LOS ANGELES (Reuters) - Panasonic Corp <6752.T> said it would exit solar cell production at Tesla Inc's New York ...,0.0
831,2020-02-26,"Tesla 'Roadrunner' Batteries Target Extended Range, Reduced Price Tesla's secret Roadrunner battery project promises cheap and energy-dense batteries that will extend vehicle range, reduce car prices and possibly jolt Tesla to new highs. There's talk that a vehicle ...",0.5106
830,2020-02-26,"Tesla battery power plant approved in Moss Landing New life is being pumped into the aging and little-used Moss Landing power plant, this time it’s coming in the form of clean and renewable energy. And a key decision made by county planners Wednesday ...",0.765
829,2020-02-26,"Tesla quietly moved crates, loaded pallets out of South Buffalo factory It appears Tesla has quietly moved a large number of crates and loaded pallets out of its Buffalo factory to a warehouse in Wheatfield. But neither the company nor its state government landlord has ...",0.0772
828,2020-02-26,"Tesla’s China Registrations Drop as Holiday, Virus Deter Buyers Registrations of new Tesla Inc. cars in China plunged 46% in January from a month earlier as the Lunar New Year holiday and an emerging coronavirus outbreak kept vehicle buyers away. Last month, 3,563 ...",0.5106
832,2020-02-26,"Tesla Crash Hearing Reignites Debate About Partially Autonomous Cars The NTSB argues that Tesla needs to do a better job of making sure drivers remain alert when its Autopilot system is running. At a Tuesday hearing, the National Transportation Safety Board (NTSB) ...",0.5994
844,2020-03-04,"Tesla vehicles could park themselves after dropping you off in the future Tesla’s ability to think outside the box is undoubtedly one of the reasons behind the company’s ongoing success. From its vast Supercharger network to its steady stream of over-air-updates, Tesla has ...",0.7184
847,2020-03-04,Does Tesla Need to Worry About GM’s 400-Mile Electric Vehicle Range? t's still way too soon in the EV race to call Tesla out as the winner a decade from now. It's also still too soon to predict that GM can deliver on the claims and goals.,0.2263
846,2020-03-04,"General Motors Will Answer Tesla With $20 Billion Electric Vehicle Push General Motors (NYSE:GM) will spend $20 billion by 2025 to launch a range of battery-electric vehicles powered by new low-cost batteries, CEO Mary Barra said in a presentation to investors and media ...",0.0
845,2020-03-04,"Tesla vehicles could park themselves after dropping you off in the future Tesla's ability to think outside the box is undoubtedly one of the reasons behind the company's ongoing success. From its vast Supercharger network to its steady stream of over-air-updates, Tesla has ...",0.7184
843,2020-03-04,"Piggybacking The Tesla Hype - Zero Emission Transportation Company Nikola Corporation To List On Nasdaq I could have easily envisioned the company to achieve a valuation far above the $3.3 billion number stated in Tuesday's press release. And indeed, there's a hint to this issue in the slide ...",0.4019
838,2020-03-04,2019 Audi e-tron Quattro: Tesla’s Nemesis Spied in Production Form See spy pictures of Audi's fully electric Tesla-fighter. Read more about the new Audi e-tron Quattro at Car and Driver.,0.0
841,2020-03-04,"Stock Market Wrap-Up: GM Fights Tesla, Cronos Smokes Higher And though it has massive resources to dedicate toward electric vehicles, GM has a long way to go before it can catch up to its nimbler rival. Shares of Cronos Group finished higher by 12% after the ...",-0.128
840,2020-03-04,"BMW releases details of its new electric car to rival Tesla Worldwide electric car sales hit 1.98 million in 2018, according to the IEA, with global stock reaching 5.12 million. BMW released Tuesday the details of an electric concept car, with production of ...",0.2023
839,2020-03-04,"GM dishes more details on its Tesla Cybertruck-fighting electric Hummer pickup We still don't have images of the new Hummer, but GM's dishing details and we like what we're hearing. This teaser is still the best official image we have, but GM's new info on the Hummer has us ...",0.8201
842,2020-03-04,"General Motors to spend $20 billion through 2025 on new electric, autonomous vehicles The investment is GM's hardest push yet to convince skeptics, particularly on Wall Street, that the more than 110-year-old automaker can compete against Tesla as the auto industry pivots to ...",0.1531
854,2020-03-11,"3 Big Stock Charts for Thursday: Tesla, GSX Techedu, and Zoom Video The best-performing large-cap year-to-date surprisingly is a Chinese stock: GSX Techedu (NYSE:GSX). The first of Thursday’s big stock charts does suggest the stock should be able to stay ...",0.296
856,2020-03-11,"Elon Musk: Tesla to build Cybertruck in ‘central USA’ Elon Musk went on Twitter to say Tesla has begun assessing where it may break ground on a Cybertruck factory, and based on his comments, it won’t be in the Bay Area, where Tesla already has ...",0.0
855,2020-03-11,Tesla Is Now America’s Most Valuable Industrial Company After Surpassing Boeing Tesla’s winning streak continues. The California-based EV automaker is now the country’s most valuable industrial company after besting aerospace giant Boeing. Tesla’s market valuation surpassed ...,0.8803
857,2020-03-11,"Let’s Meet the “Amazon” of Japan And a big shout-out for Tesla Motors for being the star performer. But the kids are just ... within their own market and just throw all the resources behind there. I mean, you mentioned at the top of ...",0.2023
853,2020-03-11,"NVIDIA Ampere: GeForce RTX 3080 Ti is 40% faster than RTX 2080 Ti But now, we have a juicy new rumor on Ampere and some delicious specs to salivate over. NVIDIA is reportedly using TSMC's fresh 7nm node for its HPC (High Performance Computing) products (think Tesla ...",0.7184
850,2020-03-11,"Insurance group says systems like Tesla Autopilot, GM's Super Cruise need safety regulations The Insurance Institute for Highway Safety is calling for the creation of safety regulations of partially automated driver assistance systems, like Tesla's Autopilot and GM's Super Cruise. The ...",0.9694
851,2020-03-11,"Insurance group says systems like Tesla Autopilot and GM’s Super Cruise need safety regulations The Insurance Institute for Highway Safety is calling for the creation of safety regulations of partially automated driver assistance systems, like Tesla’s Autopilot and GM’s Super Cruise. The ...",0.9694
849,2020-03-11,"Insurance group says systems like Tesla Autopilot, GM's Super Cruise need safety regulations The Insurance Institute for Highway Safety is calling for the creation of safety regulations of partially automated driver assistance systems, like Tesla's Autopilot and GM's Super Cruise.",0.9694
848,2020-03-11,"Tesla Car Sales Estimate Cut 10% by Morgan Stanley on Virus Woes Tesla Inc. will probably sell about 10% fewer cars this year than previously expected as the coronavirus outbreak weighs on demand for vehicles, Morgan Stanley said. The bank slashed its 2020 sales ...",-0.7506
852,2020-03-11,"Automakers Need Better Driver Monitoring in High-Tech Cars, IIHS Says Cars with systems that steer, accelerate, and brake under certain conditions, such as Tesla’s Autopilot or Nissan's ProPilot Assist, should have devices to track a driver’s eye movements and/or head ...",0.6124
867,2020-03-18,"Tesla memo: Essential employees, including production, should still come to work A new internal email at Tesla tells employees, ""We have had conflicting guidance from different levels of government,"" about how to operate during the covid-19 pandemic and shelter-in-place orders.",-0.4019
866,2020-03-18,In California: Unemployment claims spike. Good thing Tesla stayed open More than 8 million Golden State residents are sheltering in place. The Centers for Disease ... as a country in a way reminiscent of World War II. “The government should mobilize the private ...,-0.5994
865,2020-03-18,"Tesla's Fremont factory is still running after county orders 'minimum basic operations' only, says report Tesla's Fremont factory is reportedly open on Wednesday morning, despite a Tuesday night statement from Alameda County that it does not meet the definition of an ""essential business"" and therefore ...",0.0
864,2020-03-18,"Tesla reportedly orders factory workers to show up despite shelter orders (updated) Earlier today, it looked like Tesla would have to pause production at its factory in Fremont. Now, TechCrunch reports, the company says employees in essential roles -- including production, service, ...",0.3612
863,2020-03-18,Elon Musk: Tesla 'will make ventilators if there is a shortage' but his most recent conversation could be about more than fun. While facing widespread criticism over his response to the coronavirus pandemic and decision to continue operating the Tesla plant in ...,0.1324
862,2020-03-18,"Tesla Joins GM in ‘Patriotic’ Offer to Make Ventilators Tesla Inc. joined General Motors Co. in offering to manufacture hospital ventilators in auto factories shuttered by the coronavirus outbreak, an effort that would echo Detroit’s contribution to Allied ...",0.0
861,2020-03-18,"Tesla’s Calif. factory stays open despite shelter-in-place order Confirmed cases of COVID-19 have grown rapidly in the United States over the past month. More than 8,500 Americans are infected ... and accelerating nationally during the past few days via e-commerce ...",-0.1027
860,2020-03-18,"Tesla factory cutting workforce, but staying open amid coronavirus shelter-in-place order Tesla's main factory in Fremont has remained open despite an Alameda County shelter-in-place order exempting only ""essential"" businesses, but on Wednesday, county officials stated the factory will ...",-0.0644
859,2020-03-18,Tesla suspends production at U.S. vehicle factory due to coronavirus “Despite taking all known health precautions ... basic operations at the Fremont factory in compliance with the order to support vehicle and energy services and charging infrastructure.,0.5859
858,2020-03-18,Tesla suspends production at U.S. vehicle factory due to coronavirus “Despite taking all known health precautions ... basic operations at the Fremont factory in compliance with the order to support vehicle and energy services and charging infrastructure.,0.5859
876,2020-03-25,"Snap Could See a Lot of Cash Burn Over the Next Few Months Much like Tesla (TSLA) , Snap (SNAP) can be thankful that it raised a large amount of cash before things started going downhill. But from a financial standpoint, there are a few reasons why Snap's ...",0.7351
875,2020-03-25,"SpaceX said to quarantine some employees after positive coronavirus tests SpaceX, the space transportation company headed up by Tesla Chief Executive Elon Musk, has reportedly quarantined at least 12 employees after two people working at its facility in Hawthorne tested ...",0.5574
874,2020-03-25,"Tesla to reopen New York plant 'as soon as humanly possible' to make ventilators - Musk Tesla Inc will reopen its New York factory “as soon as humanly possible” to manufacture ventilators for coronavirus patients, Chief Executive Officer Elon Musk said on Twitter on ...",0.0
873,2020-03-25,"SpaceX said to quarantine some employees after positive coronavirus tests SpaceX, the space transportation company headed up by Tesla Chief Executive Elon Musk, has reportedly quarantined at least 12 employees after two people working at its facility in Hawthorne tested ...",0.5574
877,2020-03-25,"Smart cities require smarter traffic management systems Currently, we are watching the auto industry make huge advancements in development from Tesla’s Autopilot to Cadillac’s Escalade and with L2 vehicles becoming more commonplace it does make the current ...",0.7906
871,2020-03-25,"Why Tesla Stock Jumped on Wednesday The stock of Tesla (NASDAQ:TSLA) popped on Wednesday, jumping as much as 10.3%. At 2:50 p.m. EDT, however, the electric-car maker's shares were up 6.9%. The growth stock's rise comes as shares ...",0.7184
870,2020-03-25,"Musk Agrees to Manufacture Respirators at Buffalo’s Tesla Plant This is a critical moment for our state and our country. We are all practicing social distancing to help reduce the spread of COVID-19, and at the same time, we recognize the importance of ...",0.5719
869,2020-03-25,"Tesla to reopen New York plant 'as soon as humanly possible' to make ventilators: Musk Tesla Inc will reopen its New York factory “as soon as humanly possible” to manufacture ventilators for coronavirus patients, Chief Executive Officer Elon Musk sai ...",0.0
868,2020-03-25,"Tesla CEO Elon Musk: New York gigafactory will reopen for ventilator production Tesla CEO Elon Musk said Wednesday that the company’s factory in Buffalo, New York will open “as soon as humanly possible” to produce ventilators that are in short supply due to the spread of the ...",0.0
872,2020-03-25,"Elon Musk says Tesla's New York Gigafactory will reopen and start producing ventilators 'as soon as humanly possible' Elon Musk said on Twitter that ventilator production in Tesla's New York Gigafactory will begin ""as soon as humanely possible."" ...",0.0
886,2020-04-01,Why Tesla Stock Fell on Wednesday One analyst thinks the electric-car maker's manufacturing in California could remain on hold through mid-June.,0.0
885,2020-04-01,"Invitae launches equity offering; shares down 9% after hours Tesla could go even higher than our $4,000 price target, says fund manager Cathie Wood Video at CNBC.com (May 4, 2019) ...",0.296
884,2020-04-01,"The Tesla Cybertruck May Already Have More Than 600,000 Preorders A crowdsourced list from the Cybertruck Owners Club forum shows that over 622,000 people have preordered the vehicles as of March 31, according to CNET Roadshow. That number, which takes into account ...",0.0772
883,2020-04-01,"Coronavirus: Tesla, Apple shares fall as dire warnings weigh on Wall Street With President Trump warning of a dire situation facing Americans over the coming weeks, Wall Street was rattled Wednesday, and shares of Bay Area stalwarts such as Tesla, Apple and HP joined in a ...",-0.7351
887,2020-04-01,"Coronavirus pandemic ruins outlook for a world of electric and autonomous cars With Detroit’s Big Three automakers and Elon Musk’s Tesla making ventilators to support the coronavirus pandemic relief effort, no doubt the shift to electronic and autonomous cars has suffered a ...",-0.6124
881,2020-04-01,"Tesla’s Model Y Gets High Marks From a Critic Musk Respects Tesla Inc.’s new Model Y has what people have come to expect from Elon Musk’s cars: It’s lightning quick, handles nicely and has better electronic gadgetry than its competitors.",0.7184
880,2020-04-01,"Tesla’s New Model Y Gets High Marks From a Critic Musk Respects Tesla Inc.’s new Model Y has what people have come to expect from Elon Musk’s cars: It’s lightning quick, handles nicely and has better electronic gadgetry than its competitors.",0.7184
879,2020-04-01,"Panasonic worker at Tesla’s NY factory tested positive for COVID-19 A Panasonic employee at Tesla’s solar panel factory in Buffalo, New York tested positive in March for COVID-19, the disease caused by the novel coronavirus, according to internal emails obtained by ...",0.8591
878,2020-04-01,Hawaiian Electric proposes Tesla batteries for Oahu power Hawaiian Electric Company Inc. has proposed using giant batteries manufactured by auto maker Tesla Inc. to provide energy to Oahu's power grid. The proposal estimates costs of $200 million to $300 ...,0.2732
